"MonthlyLoanPayment","mgRate","TEDRATE","Adj.Close","AmountRequested","BorrowerRate","EstimatedLoss","category1","category2","category3","category6","category7","IsBorrowerHomeowner","bankcard_utilization","credit_lines_last7_years","current_credit_lines","current_delinquencies","delinquencies_last7_years","delinquencies_over30_days","delinquencies_over60_days","prior_prosper_loans_active","income_range","income_verifiable","total_inquiries","inquiries_last6_months","prior_prosper_loans","revolving_available_percent","total_open_revolving_accounts","revolving_balance","monthly_debt","real_estate_balance","group1","scorex620","scorex650","scorex665","scorex690","scorex702","scorex724","scorex748","scorex778","dti1","dti2","dti3","dti4","default"
5.61833351282372,0.0337,0.22,7.18587175792235,9.04782144247841,0.1029,0.026,1,0,0,0,0,0,0.24,22,7,0,0,0,0,1,3,0,3,0,1,81,6,9.34644345496852,5.91889385427315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.64886859877875,0.034,0.23,7.20017862680304,8.85366542803745,0.3199,0.147,0,1,0,0,0,0,0.65,21,8,0,1,4,4,0,3,1,2,2,0,34,3,9.16293424957891,6.75576892198425,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.67739781998497,0.034,0.23,7.20017862680304,7.82404601085629,0.3099,0.13,1,0,0,0,0,0,0.91,21,5,0,1,2,1,0,3,1,5,1,6,8,2,8.17807746384961,6.5366915975913,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.1602040644184,0.034,0.23,7.19884155430474,8.29404964010203,0.3199,0.195,0,0,0,0,1,1,0.94,18,12,0,0,0,0,0,3,1,3,0,0,3,2,9.17097564845391,6.86066367144829,12.6418891219753,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.45108617060538,0.034,0.23,7.19884155430474,7.64969262371151,0.2699,0.112,1,0,0,0,0,0,0.18,24,11,1,2,1,1,0,4,1,19,5,0,77,7,9.55456817061316,6.69084227741856,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.48902036736991,0.034,0.23,7.19884155430474,9.21034037197618,0.114,0.038,1,0,0,0,0,1,0.31,14,9,0,0,0,0,0,3,1,5,0,0,68,6,10.2722886762727,7.07580886397839,11.3224789902427,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5.09546651850159,0.034,0.23,7.20017862680304,8.29404964010203,0.2699,0.112,1,0,0,0,0,0,0.2,9,3,2,8,20,3,0,4,1,3,1,0,79,1,4.64439089914137,6.3297209055227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.1602040644184,0.034,0.24,7.19984261225843,8.29404964010203,0.3199,0.195,1,0,0,0,0,0,0.32,4,4,0,0,0,0,0,3,0,5,2,0,67,3,6.46769872610435,3.71357206670431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.40231933794164,0.034,0.24,7.19984261225843,7.60090245954208,0.2699,0.112,0,0,0,1,0,1,0,45,6,1,5,9,12,0,3,1,4,0,0,96,4,4.55387689160054,4.15888308335967,11.9137933553811,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.1602040644184,0.034,0.24,7.19984261225843,8.29404964010203,0.3199,0.195,0,1,0,0,0,1,0.31,19,13,0,0,2,0,0,4,1,10,4,0,79,10,8.09529377684465,6.99393297522319,12.6665087768829,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.09546651850159,0.032,0.31,7.07055421092557,8.29404964010203,0.2699,0.112,1,0,0,0,0,0,0.59,2,2,0,0,0,0,0,3,1,2,2,0,40,2,7.8898337513943,4.43081679884331,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.1602040644184,0.034,0.22,7.21024219514823,8.29404964010203,0.3199,0.195,0,1,0,0,0,1,0.97,21,9,0,0,0,0,0,5,1,8,2,0,16,5,10.2372060009607,7.93379687481541,12.0628198672711,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.1507450020809,0.034,0.22,7.21024219514823,8.29404964010203,0.3125,0.17,1,0,0,0,0,0,0.82,24,7,2,7,13,4,1,5,1,10,5,1,59,6,9.88786617163317,7.20042489294496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.7887974156486,0.0339,0.23,7.174295382485,8.9226582995244,0.3199,0.147,1,0,0,0,0,1,0.68,32,23,0,0,0,0,0,3,1,6,4,0,42,16,10.8392279082316,7.028201432058,11.701593506823,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.88060253601096,0.0348,0.22,7.20325673694981,8.29404964010203,0.114,0.038,1,0,0,0,0,0,0.1,21,6,0,0,0,0,0,7,0,1,1,0,91,3,6.74993119378857,6.2803958389602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.00143963013006,0.0348,0.22,7.20325673694981,9.74096862303835,0.0899,0.0195,0,0,1,0,0,1,0.05,15,5,0,0,0,0,0,4,1,5,1,0,95,4,5.48893772615669,3.71357206670431,11.780506865715,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.41392024962012,0.0348,0.22,7.20325673694981,8.61250337122056,0.2699,0.112,1,0,0,0,0,0,0.61,26,16,0,0,0,0,0,3,1,2,1,0,56,10,9.06404211435888,6.67456139181443,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.1602040644184,0.0348,0.22,7.18055720032312,8.29404964010203,0.3199,0.195,0,0,0,0,1,1,0.99,46,19,0,0,0,0,0,6,1,6,3,0,10,13,11.4502518704422,8.18896686364888,11.8492476903403,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.25106851394743,0.0348,0.22,7.18055720032312,8.69951474821019,0.0899,0.0195,1,0,0,0,0,1,0.54,22,8,0,0,0,0,0,3,1,1,0,0,62,7,9.15514473650823,5.58724865840025,12.1051688505893,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4.69015450989309,0.0348,0.22,7.18500056970771,7.82404601085629,0.3199,0.195,1,0,0,0,0,0,0.71,18,7,0,0,3,0,0,7,0,1,0,0,44,6,7.93379687481541,4.49980967033027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.86488039499853,0.0339,0.23,7.18245850060268,9.18502256399189,0.1799,0.0595,0,0,0,0,1,0,0.48,21,12,0,0,0,0,0,3,1,2,0,0,66,13,9.55584313891166,6.5191472879404,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.46705688385846,0.0348,0.22,7.18055720032312,7.60090245954208,0.3199,0.195,0,0,0,0,1,0,0.1,27,6,0,28,11,8,0,4,1,15,4,0,89,4,6.2709884318583,6.57646956904822,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.69015450989309,0.0348,0.24,7.18365822738991,7.82404601085629,0.3199,0.147,1,0,0,0,0,0,0.98,20,8,0,0,1,0,0,3,1,5,4,0,22,8,9.5034576469179,6.03787091992214,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.3186100698158,0.0348,0.24,7.18365822738991,8.51719319141624,0.2699,0.112,0,1,0,0,0,1,0.36,34,7,2,6,8,4,0,5,1,6,3,0,63,3,9.87565376160669,6.31173480915291,12.5379235057366,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.40524165886954,0.0348,0.24,7.17691944470575,8.85366542803745,0.0899,0.0195,1,0,0,0,0,0,0.11,20,6,0,0,12,3,0,4,1,0,0,0,88,4,10.8372841585399,6.24416690066374,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.7887974156486,0.0339,0.23,7.18245850060268,8.9226582995244,0.3199,0.147,0,0,1,0,0,1,0.98,13,7,0,0,1,0,0,4,1,2,1,0,2,4,11.7020157289596,7.0833878476253,12.3015782607812,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5.38330169045303,0.0339,0.23,7.174295382485,8.51719319141624,0.3199,0.147,0,0,0,0,1,1,0.99,39,12,0,0,0,5,0,4,1,4,0,0,22,7,10.6673261612186,7.61628356158038,12.5887841765696,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6.41722235848391,0.0339,0.23,7.18980147417117,9.61580548008435,0.2699,0.112,0,1,0,0,0,1,0.76,24,12,0,4,5,5,0,6,1,12,1,0,20,9,9.93037288131751,6.88550967003482,13.3969237354781,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5.42415675138718,0.0339,0.22,7.19047253208973,8.85366542803745,0.1029,0.026,1,0,0,0,0,0,0.17,11,6,0,0,1,0,1,4,1,3,0,1,54,3,7.88758403166028,5.00394630594546,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.1507450020809,0.0339,0.23,7.18980147417117,8.29404964010203,0.3125,0.17,0,1,0,0,0,0,1.03,31,9,0,15,5,4,1,3,1,11,3,1,0,2,7.91607809630279,6.82328612235569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.38330169045303,0.0339,0.23,7.18980147417117,8.51719319141624,0.3199,0.147,0,0,1,0,0,0,0,16,4,0,0,2,0,0,7,0,0,0,0,100,2,0,5.86929691313377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.46586363775984,0.0336,0.2,7.20416417668353,8.61250337122056,0.3099,0.13,1,0,0,0,0,0,0.95,20,10,0,0,0,0,0,2,1,1,1,1,5,5,9.96119026266442,6.86693328446188,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.35005556195245,0.0339,0.2,7.20325673694981,8.77955745588373,0.1029,0.026,0,0,0,0,1,0,0.01,21,6,0,0,18,1,0,3,1,1,0,1,98,4,5.83773044716594,5.20948615284142,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.42415675138718,0.0336,0.2,7.20416417668353,8.85366542803745,0.1029,0.026,1,0,0,0,0,0,0.6,20,10,0,0,1,0,1,3,1,4,0,1,39,6,9.26662618298677,5.92157841964382,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.97514627616595,0.0336,0.2,7.20416417668353,8.28147085789517,0.1899,0.061,0,0,0,0,1,1,0.59,59,14,0,38,53,17,0,5,1,1,0,2,55,5,9.80361196710887,7.38087903556412,11.2594644487027,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.57687358683298,0.0336,0.2,7.20416417668353,8.00636756765025,0.1029,0.026,0,1,0,0,0,0,0.09,19,5,0,5,4,2,0,4,1,6,1,1,90,5,6.58063913728495,4.51085950651685,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.17682746896033,0.0336,0.2,7.20416417668353,8.49699048409872,0.1799,0.0595,0,0,0,0,1,1,0.35,30,10,1,0,2,1,0,4,1,10,1,0,74,9,8.1341742721379,5.27811465923052,12.2244281478145,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.38330169045303,0.0336,0.2,7.20416417668353,8.51719319141624,0.3199,0.147,0,0,0,0,1,0,0.14,39,7,0,6,9,9,0,3,1,14,1,0,79,2,7.02731451403978,6.21860011969173,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.46705688385846,0.0336,0.16,7.16416340156975,7.60090245954208,0.3199,0.147,1,0,0,0,0,1,0.65,11,5,0,0,0,0,0,3,1,16,3,0,34,4,8.15851624480683,6.30627528694802,11.0624106883083,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.7887974156486,0.0336,0.2,7.19850518132791,8.9226582995244,0.3199,0.147,0,0,0,1,0,0,0,37,1,0,10,5,6,0,3,1,0,0,0,0,0,0,6.07764224334903,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.30948181935584,0.0336,0.2,7.19850518132791,9.61580548008435,0.1899,0.061,1,0,0,0,0,1,0.52,25,9,0,0,1,0,1,5,1,2,0,2,39,4,9.14473461487819,7.35244110024358,12.5360272599494,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.38330169045303,0.0336,0.2,7.19850518132791,8.51719319141624,0.3199,0.147,0,0,0,0,1,1,0.4,11,5,0,0,6,0,0,3,1,9,3,0,59,3,8.2451219664786,6.04737217904628,11.7153682257604,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.38330169045303,0.0336,0.2,7.19850518132791,8.51719319141624,0.3199,0.147,0,0,0,0,1,1,1.01,31,15,1,0,2,0,0,5,1,6,0,0,5,10,10.9849197719944,7.56682847920833,12.1632747418532,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.32188739806047,0.0336,0.17,7.17387403651157,8.69951474821019,0.139,0.038,0,1,0,0,0,1,0.61,34,8,0,0,1,0,0,6,1,1,0,0,42,5,9.47047137534067,5.8664680569333,12.5381710451424,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4.81324070780478,0.0336,0.18,7.19439176074444,8.24275634571448,0.1029,0.026,0,0,0,1,0,0,0.47,19,8,0,0,11,4,1,2,1,1,0,1,59,6,10.1961198523699,6.03068526026126,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.53875058639921,0.0336,0.16,7.16416340156975,8.98719682066197,0.0899,0.0195,0,0,0,0,1,1,0.3,34,12,0,0,3,0,0,6,1,1,1,0,70,10,10.0428581139839,6.59167373200866,11.9510190925701,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4.4542310104228,0.0325,0.26,7.08402523673157,7.60090245954208,0.3099,0.13,0,1,0,0,0,1,0.95,10,6,1,0,0,0,1,3,1,4,0,1,4,2,8.46568934854912,6.1527326947041,11.4379540432281,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.29456060889261,0.0336,0.16,7.16416340156975,7.60090245954208,0.1899,0.061,0,0,0,1,0,0,0.97,42,8,0,3,0,2,1,3,1,1,0,2,13,6,9.36785680985117,5.90808293816893,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.29234959476825,0.0329,0.22,7.02060167032553,8.61250337122056,0.1799,0.0595,0,1,0,0,0,1,0.97,15,5,0,0,0,0,0,5,1,0,0,0,16,3,10.1231450345655,6.99209642741589,11.6684494870455,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6.36863305606103,0.0336,0.16,7.16416340156975,9.7981270368783,0.1029,0.026,1,0,0,0,0,1,0.66,42,21,0,0,1,1,1,6,1,2,0,3,40,16,11.3795540595471,7.5569505720129,12.1284786040916,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5.70701059200763,0.0336,0.16,7.16416340156975,8.85366542803745,0.3099,0.13,0,0,0,0,1,1,0.72,56,9,0,3,5,5,1,3,0,1,1,1,67,9,8.5079506100493,5.93753620508243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.14737819098275,0.0336,0.2,7.13413363187968,8.29404964010203,0.3099,0.13,1,0,0,0,0,1,0.97,17,10,0,1,16,1,0,2,1,3,0,1,31,6,8.10922495308995,6.32256523992728,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
4.85421537482495,0.0336,0.16,7.16002254061757,8.1605182474775,0.1899,0.061,1,0,0,0,0,0,0.32,51,11,0,1,6,2,0,3,1,3,0,1,76,7,7.59488438721652,7.1420365747068,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.1507450020809,0.0306,0.36,7.06934678280364,8.29404964010203,0.3125,0.17,0,0,0,1,0,1,0.64,49,9,0,0,5,2,1,5,1,6,4,1,58,6,9.09268232850795,6.12468339089421,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.71662211128223,0.0336,0.25,7.09013512241073,7.86326672400957,0.3099,0.13,0,0,0,0,1,0,0.87,11,8,0,0,1,0,0,2,1,2,0,2,34,8,8.77245537261191,5.75890177387728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.01175725037574,0.0329,0.26,7.08956003976003,9.21034037197618,0.2699,0.112,1,0,0,0,0,1,0.46,34,15,1,1,6,2,0,6,1,2,0,0,76,7,8.87346805533363,7.45760928971561,12.7376210613462,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.1602040644184,0.0329,0.26,7.08956003976003,8.29404964010203,0.3199,0.165,1,0,0,0,0,1,0,9,3,0,0,1,0,0,4,1,6,0,0,0,0,0,6.64768837356333,13.1773249354783,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.56168113134861,0.0325,0.26,7.08402523673157,8.88183630500415,0.1799,0.0595,0,0,0,0,1,1,0.86,28,12,0,0,1,0,0,6,1,4,0,0,20,8,10.7663353127001,7.43366654016617,12.9094696170511,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.70002571700077,0.0329,0.22,7.02060167032553,8.00636756765025,0.1899,0.061,1,0,0,0,0,1,0.81,37,14,1,2,0,1,1,4,1,5,0,2,32,11,10.7400421963908,6.65415252018322,12.0269160748794,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4.98237298437828,0.0323,0.3,7.02448882723033,8.41183267575841,0.1029,0.026,0,0,0,0,1,1,0,7,2,0,0,0,0,0,4,1,6,1,1,100,1,0,5.8664680569333,11.8383945309827,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4.87252199196662,0.0329,0.26,7.02176231451473,8.00636756765025,0.3199,0.147,0,0,0,0,1,1,0.83,22,12,0,0,1,0,0,4,1,9,1,0,13,8,10.4166105353508,6.89871453432999,13.4838473394571,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.80778444604981,0.0317,0.32,7.07825727920854,8.00636756765025,0.2699,0.112,0,0,1,0,0,0,0.7,21,14,0,0,0,0,0,3,0,1,0,0,32,6,9.28089202792713,6.90475076996184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.10552114146006,0.0329,0.26,7.02176231451473,8.41183267575841,0.1899,0.061,0,1,0,0,0,1,0.53,49,18,0,0,1,3,1,4,1,6,1,1,42,9,10.0131039988595,7.80669637252118,11.2323116865015,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.70701059200763,0.0329,0.26,7.06701290896919,8.85366542803745,0.3099,0.13,0,1,0,0,0,0,0.79,15,2,1,1,6,2,1,4,1,3,1,2,20,1,6.57088296233958,7.09672137849476,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.1602040644184,0.0329,0.26,7.06701290896919,8.29404964010203,0.3199,0.165,1,0,0,0,0,0,0.75,36,12,1,0,1,0,0,4,1,6,2,0,43,6,9.86604525706026,6.95463886488099,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.97390215104003,0.0329,0.26,7.06701290896919,8.29404964010203,0.1799,0.0595,0,1,0,0,0,0,0.02,7,2,0,0,4,0,0,3,1,7,3,0,97,2,4.83628190695148,3.36729582998647,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4.87252199196662,0.0325,0.27,7.09381151151811,8.00636756765025,0.3199,0.165,0,0,0,0,1,0,0,32,16,0,0,0,0,0,5,0,10,3,0,99,14,4.70953020131233,5.41164605185504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.89017905060329,0.0325,0.27,7.07226078408129,9.21034037197618,0.1799,0.0595,0,0,0,0,1,0,0.69,17,5,2,15,5,5,0,4,1,2,1,0,32,4,8.89863879368018,6.33327962813969,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.3186100698158,0.0323,0.28,7.02423081935008,8.51719319141624,0.2699,0.112,1,0,0,0,0,0,0.66,14,9,0,0,1,0,0,3,1,2,0,0,33,8,9.64549372378617,6.81563999007433,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.01175725037574,0.0325,0.29,7.08497217496936,9.21034037197618,0.2699,0.112,1,0,0,0,0,0,0.02,19,16,0,0,0,0,0,5,1,5,5,0,96,10,7.7553388128465,6.45519856334012,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.80778444604981,0.0325,0.26,7.08402523673157,8.00636756765025,0.2699,0.112,1,0,0,0,0,0,0.34,21,5,0,0,4,1,0,3,1,2,0,0,65,1,6.25766758788264,6.20859002609663,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.64569421688063,0.0325,0.26,7.08402523673157,8.77955745588373,0.3199,0.147,0,0,0,0,1,0,0.78,31,6,0,6,2,2,0,2,1,2,1,0,23,7,9.35340121481683,5.78996017089725,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.7887974156486,0.0323,0.3,7.02448882723033,8.9226582995244,0.3199,0.147,0,0,0,0,1,0,0.09,41,19,0,0,22,3,0,5,1,11,7,0,89,14,8.00736706798333,7.03966034986208,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.72736878446234,0.0325,0.29,7.08497217496936,9.10497985631836,0.139,0.038,0,0,0,1,0,1,0.17,14,8,0,0,1,0,0,4,1,2,2,0,85,4,7.82564473221999,6.76849321164863,11.9452791467641,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.37934420519041,0.0323,0.28,7.02423081935008,8.69951474821019,0.1799,0.0595,1,0,0,0,0,1,0.22,42,12,0,0,0,0,0,4,1,4,1,0,41,8,9.09739561296005,6.7093043402583,11.6637563546728,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.7887974156486,0.0323,0.28,7.02423081935008,8.9226582995244,0.3199,0.147,1,0,0,0,0,0,0.56,28,9,0,5,13,6,0,3,1,1,0,0,55,5,8.31016902198191,7.350516171834,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.52341768411583,0.0323,0.29,7.07123372759418,7.90100705199242,0.139,0.038,0,1,0,0,0,1,0.57,34,7,1,0,14,1,0,6,1,1,0,0,42,4,10.4636746058398,6.96602418710611,12.5489102941475,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.65508230643701,0.0323,0.28,7.02423081935008,8.85366542803745,0.2699,0.112,0,0,0,0,1,0,0.24,29,4,0,19,5,9,0,6,1,9,0,0,75,2,5.50938833662798,6.77536609093639,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.25827631701085,0.0323,0.3,7.05819907623024,8.68777949199177,0.1029,0.026,1,0,0,0,0,1,0.5,40,14,0,3,4,5,0,6,1,7,0,2,29,9,11.5307948522125,7.2291138777933,13.8044698328473,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.19705953447381,0.0323,0.3,7.05819907623024,8.51719319141624,0.1799,0.0595,1,0,0,0,0,0,0.56,48,10,0,0,2,0,0,5,1,4,3,0,39,6,8.861350110796,6.78897174299217,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.62546288925585,0.0323,0.3,7.05819907623024,7.82404601085629,0.2699,0.112,1,0,0,0,0,0,0.11,24,10,0,2,23,4,0,3,1,5,1,0,62,4,8.01201823915906,7.04490511712937,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.27796158629096,0.0323,0.3,7.02448882723033,8.41183267575841,0.3199,0.147,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.09546651850159,0.0323,0.3,7.02448882723033,8.29404964010203,0.2699,0.112,0,0,0,1,0,0,0.24,4,4,0,0,0,0,0,3,1,3,1,0,75,3,6.46302945692067,6.14846829591765,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.45759782152096,0.0323,0.31,7.05554579290895,7.60090245954208,0.3125,0.17,0,0,0,1,0,0,0.98,55,11,3,9,82,21,0,3,1,6,0,1,43,8,9.18060255371223,6.97260625130175,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4.97390215104003,0.0323,0.29,7.07123372759418,8.29404964010203,0.1799,0.0595,1,0,0,0,0,1,0.98,19,11,0,0,1,0,0,6,1,0,0,0,2,8,10.6148675013571,6.92559519711047,12.2528083197273,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.3186100698158,0.032,0.31,7.07055421092557,8.51719319141624,0.2699,0.112,0,0,0,0,1,1,0,28,10,0,0,8,1,0,3,1,1,1,0,63,3,9.11162439903702,6.33859407820318,11.5811633848863,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.46705688385846,0.0323,0.29,7.07123372759418,7.60090245954208,0.3199,0.147,0,0,0,0,1,0,0.92,19,12,0,0,0,0,0,3,1,3,1,0,53,10,9.52303207993199,6.23244801655052,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6.01175725037574,0.032,0.31,7.09844171574649,9.21034037197618,0.2699,0.112,0,0,1,0,0,1,0.14,13,6,1,1,3,2,0,3,0,4,0,0,85,4,6.83087423464618,4.26267987704132,10.0824702080646,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.7887974156486,0.032,0.31,7.07055421092557,8.9226582995244,0.3199,0.147,0,1,0,0,0,1,0.7,31,14,0,0,4,0,0,5,1,7,3,0,33,10,11.2518853234649,7.46336304552002,12.7710994815892,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.77601010865308,0.032,0.31,7.09844171574649,8.9226582995244,0.3099,0.13,0,0,1,0,0,0,0.84,33,4,0,10,13,6,1,3,1,3,0,2,15,2,7.14913159855741,6.27664348934164,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4.46705688385846,0.032,0.31,7.09844171574649,7.60090245954208,0.3199,0.165,1,0,0,0,0,1,0.66,23,12,0,0,0,0,0,3,1,11,7,0,30,5,11.9406020614436,7.41336733569524,12.4401403108426,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.1507450020809,0.0308,0.34,7.09347934566853,8.29404964010203,0.3125,0.17,1,0,0,0,0,0,0.17,33,29,0,0,0,0,1,2,1,16,3,1,88,29,8.26359043261732,6.57368016696065,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5.08771978440235,0.032,0.32,7.10078599086054,8.51719319141624,0.1029,0.026,0,0,0,1,0,0,0.15,24,11,0,0,0,0,1,3,1,5,3,1,85,9,8.49556089128912,7.03085747611612,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.32188739806047,0.032,0.32,7.10078599086054,8.69951474821019,0.139,0.038,1,0,0,0,0,1,0.63,13,5,0,0,1,0,0,4,1,1,1,0,36,4,9.56113807874204,4.87519732320115,11.9014546329055,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4.28068580701221,0.0313,0.33,7.05813028563206,7.60090245954208,0.1799,0.0595,0,0,0,0,1,0,0.71,23,13,0,0,0,0,0,5,1,4,0,0,24,12,10.3797838414049,7.11558212618445,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.14737819098275,0.0306,0.35,7.03564709630403,8.29404964010203,0.3099,0.13,0,0,0,0,1,1,0.26,29,17,0,0,0,0,1,5,1,8,5,3,54,12,9.71902370267014,7.77022320415879,10.6026665053278,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.85973488197704,0.0317,0.31,7.06814642169634,8.00636756765025,0.3099,0.13,0,0,0,0,1,0,0.99,61,25,0,0,0,0,1,5,1,8,0,2,0,19,12.2942941233857,7.69120009752286,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.18631149926708,0.0317,0.31,7.06814642169634,9.61580548008435,0.1029,0.026,1,0,0,0,0,1,0.24,36,19,0,0,0,0,1,4,1,1,0,3,77,18,9.35807048400052,7.32974968904151,11.787248704219,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6.01175725037574,0.0317,0.32,7.08892616984723,9.21034037197618,0.2699,0.112,1,0,0,0,0,1,0.83,30,12,0,0,0,0,0,6,0,0,0,0,36,11,11.4979437981471,7.47873482556787,12.3828036040109,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.09067800176979,0.0317,0.32,7.07825727920854,8.28928832300032,0.2699,0.112,0,0,0,0,1,0,0.26,44,4,0,24,10,13,0,4,0,2,0,0,66,3,5.605802066296,4.83628190695148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.20904889878985,0.0317,0.32,7.08892616984723,8.56121007683301,0.2699,0.112,0,0,0,0,1,0,0.96,20,9,3,32,5,4,0,3,1,2,0,0,29,3,8.18172045512811,4.94875989037817,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.37054500054492,0.0313,0.33,7.05118871664062,8.51719319141624,0.3099,0.13,1,0,0,0,0,1,0.39,33,9,0,0,10,4,1,5,1,4,0,2,60,4,8.94233019932187,7.01391547481053,10.6800563412351,0,1,0,0,0,0,0,0,0,0,1,0,0,0
